--- Quick Sync Started at 20260722_213659 ---
[2026-07-22 21:38:39 UTC] Zip Progress: 10300/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 10400/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 10500/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 10600/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 10700/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 10800/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 10900/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 11000/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 11100/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 11200/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 11300/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 11400/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 11500/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 11600/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 11700/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 11800/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 11900/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 12000/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 12100/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 12200/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 12300/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 12400/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 12500/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 12600/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 12700/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 12800/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 12900/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 13000/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 13100/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 13200/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 13300/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 13400/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 13500/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 13600/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 13700/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 13800/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 13900/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 14000/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 14100/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 14200/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 14300/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 14400/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 14500/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 14600/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 14700/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 14800/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 14900/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 15000/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 15100/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 15200/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 15300/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 15400/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 15500/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 15600/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 15700/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 15800/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 15900/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 16000/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 16100/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 16200/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 16300/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 16400/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 16500/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 16600/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 16700/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 16800/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 16900/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 17000/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 17100/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 17200/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 17300/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 17400/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 17500/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 17600/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 17700/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 17800/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 17900/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 18000/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 18100/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 18200/24950 files packed...
[2026-07-22 21:38:39 UTC] Zip Progress: 18300/24950 files packed...
[2026-07-22 21:38:40 UTC] Zip Progress: 18400/24950 files packed...
[2026-07-22 21:38:40 UTC] Zip Progress: 18500/24950 files packed...
[2026-07-22 21:38:40 UTC] Zip Progress: 18600/24950 files packed...
[2026-07-22 21:38:40 UTC] Zip Progress: 18700/24950 files packed...
[2026-07-22 21:38:40 UTC] Zip Progress: 18800/24950 files packed...
[2026-07-22 21:38:40 UTC] Zip Progress: 18900/24950 files packed...
[2026-07-22 21:38:40 UTC] Zip Progress: 19000/24950 files packed...
[2026-07-22 21:38:40 UTC] Zip Progress: 19100/24950 files packed...
[2026-07-22 21:38:40 UTC] Zip Progress: 19200/24950 files packed...
[2026-07-22 21:38:40 UTC] Zip Progress: 19300/24950 files packed...
[2026-07-22 21:38:40 UTC] Zip Progress: 19400/24950 files packed...
[2026-07-22 21:38:40 UTC] Zip Progress: 19500/24950 files packed...
[2026-07-22 21:38:40 UTC] Zip Progress: 19600/24950 files packed...
[2026-07-22 21:38:40 UTC] Zip Progress: 19700/24950 files packed...
[2026-07-22 21:38:40 UTC] Zip Progress: 19800/24950 files packed...
[2026-07-22 21:38:40 UTC] Zip Progress: 19900/24950 files packed...
[2026-07-22 21:38:40 UTC] Zip Progress: 20000/24950 files packed...
[2026-07-22 21:38:40 UTC] Zip Progress: 20100/24950 files packed...
[2026-07-22 21:38:40 UTC] Zip Progress: 20200/24950 files packed...
[2026-07-22 21:38:40 UTC] Zip Progress: 20300/24950 files packed...
[2026-07-22 21:38:40 UTC] Zip Progress: 20400/24950 files packed...
[2026-07-22 21:38:40 UTC] Zip Progress: 20500/24950 files packed...
[2026-07-22 21:38:40 UTC] Zip Progress: 20600/24950 files packed...
[2026-07-22 21:38:40 UTC] Zip Progress: 20700/24950 files packed...
[2026-07-22 21:38:40 UTC] Zip Progress: 20800/24950 files packed...
[2026-07-22 21:38:40 UTC] Zip Progress: 20900/24950 files packed...
[2026-07-22 21:38:40 UTC] Zip Progress: 21000/24950 files packed...
[2026-07-22 21:38:40 UTC] Zip Progress: 21100/24950 files packed...
[2026-07-22 21:38:41 UTC] Zip Progress: 21200/24950 files packed...
[2026-07-22 21:38:41 UTC] Zip Progress: 21300/24950 files packed...
[2026-07-22 21:38:41 UTC] Zip Progress: 21400/24950 files packed...
[2026-07-22 21:38:51 UTC] Zip Progress: 21500/24950 files packed...
[2026-07-22 21:38:51 UTC] Zip Progress: 21600/24950 files packed...
[2026-07-22 21:38:52 UTC] Zip Progress: 21700/24950 files packed...
[2026-07-22 21:38:52 UTC] Zip Progress: 21800/24950 files packed...
[2026-07-22 21:38:52 UTC] Zip Progress: 21900/24950 files packed...
[2026-07-22 21:38:52 UTC] Zip Progress: 22000/24950 files packed...
[2026-07-22 21:38:52 UTC] Zip Progress: 22100/24950 files packed...
[2026-07-22 21:38:52 UTC] Zip Progress: 22200/24950 files packed...
[2026-07-22 21:38:52 UTC] Zip Progress: 22300/24950 files packed...
[2026-07-22 21:38:52 UTC] Zip Progress: 22400/24950 files packed...
[2026-07-22 21:38:52 UTC] Zip Progress: 22500/24950 files packed...
[2026-07-22 21:38:52 UTC] Zip Progress: 22600/24950 files packed...
[2026-07-22 21:38:52 UTC] Zip Progress: 22700/24950 files packed...
[2026-07-22 21:38:52 UTC] Zip Progress: 22800/24950 files packed...
[2026-07-22 21:38:52 UTC] Zip Progress: 22900/24950 files packed...
[2026-07-22 21:38:52 UTC] Zip Progress: 23000/24950 files packed...
[2026-07-22 21:38:52 UTC] Zip Progress: 23100/24950 files packed...
[2026-07-22 21:38:52 UTC] Zip Progress: 23200/24950 files packed...
[2026-07-22 21:38:52 UTC] Zip Progress: 23300/24950 files packed...
[2026-07-22 21:38:52 UTC] Zip Progress: 23400/24950 files packed...
[2026-07-22 21:38:53 UTC] Zip Progress: 23500/24950 files packed...
[2026-07-22 21:38:54 UTC] Zip Progress: 23600/24950 files packed...
[2026-07-22 21:38:54 UTC] Zip Progress: 23700/24950 files packed...
[2026-07-22 21:38:55 UTC] Zip Progress: 23800/24950 files packed...
[2026-07-22 21:38:55 UTC] Zip Progress: 23900/24950 files packed...
[2026-07-22 21:38:55 UTC] Zip Progress: 24000/24950 files packed...
[2026-07-22 21:38:55 UTC] Zip Progress: 24100/24950 files packed...
[2026-07-22 21:38:55 UTC] Zip Progress: 24200/24950 files packed...
[2026-07-22 21:38:55 UTC] Zip Progress: 24300/24950 files packed...
[2026-07-22 21:38:55 UTC] Zip Progress: 24400/24950 files packed...
[2026-07-22 21:38:55 UTC] Zip Progress: 24500/24950 files packed...
[2026-07-22 21:38:55 UTC] Zip Progress: 24600/24950 files packed...
[2026-07-22 21:38:55 UTC] Zip Progress: 24700/24950 files packed...
[2026-07-22 21:38:55 UTC] Zip Progress: 24800/24950 files packed...
[2026-07-22 21:38:55 UTC] Zip Progress: 24900/24950 files packed...
[2026-07-22 21:38:55 UTC] 
================================================================================
 MULTI-REPO QUICK SYNC COMPLETED
================================================================================
 Repos Scanned   : edge-ai, irislime, fekerr-dev
 Total Files     : 24950 files
 Manifest Path   : /home/fekerr/src/edge-ai/gemini/captures/20260722_213659_multi_repo_manifest.txt
 Tar.gz Archive  : /home/fekerr/src/edge-ai/gemini/captures/20260722_213659_multi_repo_workspace.tar.gz (653,688,011 bytes)
 Zip Archive     : /home/fekerr/src/edge-ai/gemini/captures/20260722_213659_multi_repo_workspace.zip (674,522,877 bytes)
 OPTIMAL FORMAT  : .tar.gz (Smallest transfer size)
--------------------------------------------------------------------------------
 TRIPLE-CLICK COMMAND LINES:
--------------------------------------------------------------------------------
tail -n 20 /home/fekerr/src/edge-ai/gemini/progress.log
cat /home/fekerr/src/edge-ai/gemini/captures/20260722_213659_multi_repo_manifest.txt
ls -lh /home/fekerr/src/edge-ai/gemini/captures/20260722_213659_multi_repo_workspace.tar.gz
================================================================================

